milestone_id,project_id,phase,building,milestone_name,baseline_start_date,baseline_end_date,forecast_end_date,actual_end_date,planned_completion_pct,actual_completion_pct,variance_days,status,contractor,budgeted_cost,committed_cost,actual_cost,cost_variance,issue_category,issue_severity
MIL-0131,CST,Phase 1,Building B,Excavation,2023-06-01,2023-08-08,2023-08-08,2023-08-08,10.0,100.0,-1,Complete,Modern Facade Systems,47837083.73,47837083.73,46972347.91,-864735.82,,
MIL-0132,CST,Phase 1,Building B,Foundations,2023-08-08,2023-09-30,2023-10-14,2023-10-14,20.0,100.0,14,Complete,Prime MEP Solutions,25828119.75,25828119.75,25839880.84,11761.09,Labor Shortage,MEDIUM
MIL-0133,CST,Phase 1,Building B,Structural Frame,2023-09-30,2023-11-02,2023-11-02,2023-11-02,30.0,100.0,-2,Complete,Delta Construction Group,32638130.76,33506310.82,34159073.44,1520942.68,,
MIL-0134,CST,Phase 1,Building B,Facade,2023-11-02,2023-12-20,2023-12-20,2023-12-20,40.0,100.0,-5,Complete,Nile Engineering Contractors,33747858.23,33747858.23,32985328.61,-762529.62,,
MIL-0135,CST,Phase 1,Building B,MEP,2023-12-20,2024-02-10,2024-02-10,2024-02-10,50.0,100.0,-5,Complete,Nile Engineering Contractors,45793084.58,45793084.58,46188450.01,395365.43,,
MIL-0136,CST,Phase 1,Building B,Internal Finishes,2024-02-10,2024-04-11,2024-04-17,,60.0,43.5,6,In Progress,Prime MEP Solutions,27699856.76,27833359.77,28387356.9,687500.14,,
MIL-0137,CST,Phase 1,Building B,Landscaping,2024-04-11,2024-06-08,2024-07-16,,70.0,0.0,38,Not Started,Delta Construction Group,45226461.33,45226461.33,0.0,-45226461.33,Permit Delay,MEDIUM
MIL-0138,CST,Phase 1,Building B,Utilities Connection,2024-06-08,2024-07-07,2024-07-14,,80.0,0.0,7,Not Started,Modern Facade Systems,44930163.7,44930163.7,0.0,-44930163.7,,
MIL-0139,CST,Phase 1,Building B,Authority Approvals,2024-07-07,2024-08-03,2024-08-03,,90.0,0.0,-2,Not Started,Horizon Build Partners,48347707.69,48484123.73,0.0,-48347707.69,,
MIL-0140,CST,Phase 1,Building B,Testing & Commissioning,2024-08-03,2024-08-31,2024-08-31,,100.0,0.0,0,Not Started,Delta Construction Group,42189199.77,42189199.77,0.0,-42189199.77,,
MIL-0141,CST,Phase 1,Building C,Excavation,2023-06-01,2023-07-15,2023-07-22,2023-07-22,10.0,100.0,7,Complete,Prime MEP Solutions,21421365.65,21421365.65,20801437.45,-619928.2,,
MIL-0142,CST,Phase 1,Building C,Foundations,2023-07-15,2023-09-07,2023-09-12,2023-09-12,20.0,100.0,5,Complete,Modern Facade Systems,12606931.81,12606931.81,12311889.56,-295042.25,,
MIL-0143,CST,Phase 1,Building C,Structural Frame,2023-09-07,2023-10-13,2023-10-13,2023-10-13,30.0,100.0,-3,Complete,Prime MEP Solutions,19444356.38,19444356.38,19784303.67,339947.29,,
MIL-0144,CST,Phase 1,Building C,Facade,2023-10-13,2023-11-08,2023-11-11,2023-11-11,40.0,100.0,3,Complete,Horizon Build Partners,42375517.39,42375517.39,42091859.67,-283657.72,,
MIL-0145,CST,Phase 1,Building C,MEP,2023-11-08,2024-01-12,2024-01-12,2024-01-12,50.0,100.0,-5,Complete,Prime MEP Solutions,25816557.28,26432314.11,26948645.26,1132087.98,,
MIL-0146,CST,Phase 1,Building C,Internal Finishes,2024-01-12,2024-02-18,2024-02-21,,60.0,59.3,3,In Progress,Delta Construction Group,19482355.36,19482355.36,19621020.92,138665.56,,
MIL-0147,CST,Phase 1,Building C,Landscaping,2024-02-18,2024-04-04,2024-04-14,,70.0,0.0,10,Not Started,Horizon Build Partners,54685324.85,54685324.85,0.0,-54685324.85,,
MIL-0148,CST,Phase 1,Building C,Utilities Connection,2024-04-04,2024-05-18,2024-05-18,,80.0,0.0,-1,Not Started,Cairo Structural Works,50379395.02,51698413.74,0.0,-50379395.02,,
MIL-0149,CST,Phase 1,Building C,Authority Approvals,2024-05-18,2024-06-26,2024-07-06,,90.0,0.0,10,Not Started,Prime MEP Solutions,53510824.14,53510824.14,0.0,-53510824.14,,
MIL-0150,CST,Phase 1,Building C,Testing & Commissioning,2024-06-26,2024-07-23,2024-07-31,,100.0,0.0,8,Not Started,Nile Engineering Contractors,23114857.35,23114857.35,0.0,-23114857.35,,
MIL-0151,CST,Phase 1,Building D,Excavation,2023-06-01,2023-07-26,2023-07-26,2023-07-26,10.0,100.0,-5,Complete,Modern Facade Systems,33837882.37,34221321.44,34898079.09,1060196.72,,
MIL-0152,CST,Phase 1,Building D,Foundations,2023-07-26,2023-09-02,2023-09-04,2023-09-04,20.0,100.0,2,Complete,Modern Facade Systems,44965093.8,45780058.15,46679360.03,1714266.23,,
MIL-0153,CST,Phase 1,Building D,Structural Frame,2023-09-02,2023-11-09,2023-11-10,2023-11-10,30.0,100.0,1,Complete,Nile Engineering Contractors,26916213.01,26916213.01,27169280.14,253067.13,,
MIL-0154,CST,Phase 1,Building D,Facade,2023-11-09,2023-12-19,2023-12-25,2023-12-25,40.0,100.0,6,Complete,Delta Construction Group,27546815.22,27958877.7,28509814.01,962998.79,,
MIL-0155,CST,Phase 1,Building D,MEP,2023-12-19,2024-01-31,2024-01-31,2024-01-31,50.0,100.0,-1,Complete,Nile Engineering Contractors,8436069.92,8683103.41,8851824.81,415754.89,,
MIL-0156,CST,Phase 1,Building D,Internal Finishes,2024-01-31,2024-02-26,2024-02-26,,60.0,72.7,-2,In Progress,Delta Construction Group,27294400.16,27294400.16,27308368.59,13968.43,,
MIL-0157,CST,Phase 1,Building D,Landscaping,2024-02-26,2024-04-11,2024-05-22,,70.0,0.0,41,Not Started,Modern Facade Systems,17605524.38,18714844.32,0.0,-17605524.38,Permit Delay,MEDIUM
MIL-0158,CST,Phase 1,Building D,Utilities Connection,2024-04-11,2024-05-13,2024-05-24,,80.0,0.0,11,Not Started,Horizon Build Partners,38776413.97,38776413.97,0.0,-38776413.97,,
MIL-0159,CST,Phase 1,Building D,Authority Approvals,2024-05-13,2024-07-19,2024-07-20,,90.0,0.0,1,Not Started,Nile Engineering Contractors,17901951.47,18198852.21,0.0,-17901951.47,,
MIL-0160,CST,Phase 1,Building D,Testing & Commissioning,2024-07-19,2024-09-25,2024-09-27,,100.0,0.0,2,Not Started,Horizon Build Partners,43244123.26,44407262.23,0.0,-43244123.26,,
MIL-0161,CST,Phase 2,Building A,Excavation,2023-06-01,2023-06-26,2023-07-04,2023-07-04,10.0,100.0,8,Complete,Delta Construction Group,56842287.64,56842287.64,55227190.36,-1615097.28,,
MIL-0162,CST,Phase 2,Building A,Foundations,2023-06-26,2023-07-21,2023-07-21,2023-07-21,20.0,100.0,-1,Complete,Horizon Build Partners,42786306.34,42786306.34,43347879.06,561572.72,,
MIL-0163,CST,Phase 2,Building A,Structural Frame,2023-07-21,2023-08-20,2023-08-20,2023-08-20,30.0,100.0,-5,Complete,Delta Construction Group,19813854.16,19813854.16,19741666.16,-72188.0,,
MIL-0164,CST,Phase 2,Building A,Facade,2023-08-20,2023-09-30,2023-10-07,2023-10-07,40.0,100.0,7,Complete,Delta Construction Group,14025892.7,14025892.7,13947946.3,-77946.4,,
MIL-0165,CST,Phase 2,Building A,MEP,2023-09-30,2023-11-18,2023-11-20,2023-11-20,50.0,100.0,2,Complete,Horizon Build Partners,47388722.3,47693234.24,48641008.69,1252286.39,,
MIL-0166,CST,Phase 2,Building A,Internal Finishes,2023-11-18,2024-01-04,2024-01-04,,60.0,77.9,-3,In Progress,Delta Construction Group,18529400.92,18926550.28,19297138.3,767737.38,,
MIL-0167,CST,Phase 2,Building A,Landscaping,2024-01-04,2024-02-17,2024-02-18,,70.0,0.0,1,Not Started,Horizon Build Partners,52660337.87,52834420.06,0.0,-52660337.87,,
MIL-0168,CST,Phase 2,Building A,Utilities Connection,2024-02-17,2024-04-25,2024-04-25,,80.0,0.0,-1,Not Started,Horizon Build Partners,47731715.81,47731715.81,0.0,-47731715.81,,
MIL-0169,CST,Phase 2,Building A,Authority Approvals,2024-04-25,2024-06-10,2024-06-17,,90.0,0.0,7,Not Started,Delta Construction Group,10962885.16,10962885.16,0.0,-10962885.16,,
MIL-0170,CST,Phase 2,Building A,Testing & Commissioning,2024-06-10,2024-08-09,2024-08-17,,100.0,0.0,8,Not Started,Nile Engineering Contractors,36991639.51,36991639.51,0.0,-36991639.51,,
MIL-0171,CST,Phase 2,Building B,Excavation,2023-06-01,2023-07-09,2023-07-19,2023-07-19,10.0,100.0,10,Complete,Prime MEP Solutions,8286604.78,8533056.47,8698788.56,412183.78,,
MIL-0172,CST,Phase 2,Building B,Foundations,2023-07-09,2023-09-03,2023-09-04,2023-09-04,20.0,100.0,1,Complete,Delta Construction Group,31232923.05,31232923.05,30441850.85,-791072.2,,
MIL-0173,CST,Phase 2,Building B,Structural Frame,2023-09-03,2023-10-23,2023-11-03,2023-11-03,30.0,100.0,11,Complete,Nile Engineering Contractors,12780584.45,12780584.45,12550226.37,-230358.08,,
MIL-0174,CST,Phase 2,Building B,Facade,2023-10-23,2023-12-05,2023-12-09,2023-12-09,40.0,100.0,4,Complete,Prime MEP Solutions,40035747.12,40035747.12,40105158.61,69411.49,,
MIL-0175,CST,Phase 2,Building B,MEP,2023-12-05,2024-01-13,2024-01-20,2024-01-20,50.0,100.0,7,Complete,Modern Facade Systems,50414359.24,50414359.24,49864553.62,-549805.62,,
MIL-0176,CST,Phase 2,Building B,Internal Finishes,2024-01-13,2024-03-15,2024-03-25,,60.0,74.0,10,In Progress,Horizon Build Partners,23467274.56,23467274.56,23385830.02,-81444.54,,
MIL-0177,CST,Phase 2,Building B,Landscaping,2024-03-15,2024-05-21,2024-05-31,,70.0,0.0,10,Not Started,Delta Construction Group,40866652.2,40866652.2,0.0,-40866652.2,,
MIL-0178,CST,Phase 2,Building B,Utilities Connection,2024-05-21,2024-07-21,2024-07-29,,80.0,0.0,8,Not Started,Nile Engineering Contractors,49146600.22,50201614.88,0.0,-49146600.22,,
MIL-0179,CST,Phase 2,Building B,Authority Approvals,2024-07-21,2024-09-03,2024-09-03,,90.0,0.0,-1,Not Started,Horizon Build Partners,12567482.96,12610401.99,0.0,-12567482.96,,
MIL-0180,CST,Phase 2,Building B,Testing & Commissioning,2024-09-03,2024-10-11,2024-10-11,,100.0,0.0,-3,Not Started,Nile Engineering Contractors,55473426.31,56763385.98,0.0,-55473426.31,,
MIL-0181,CST,Phase 2,Building C,Excavation,2023-06-01,2023-07-22,2023-07-25,2023-07-25,10.0,100.0,3,Complete,Horizon Build Partners,50517555.17,50517555.17,51203084.3,685529.13,,
MIL-0182,CST,Phase 2,Building C,Foundations,2023-07-22,2023-08-31,2023-10-09,2023-10-09,20.0,100.0,39,Complete (Delayed),Prime MEP Solutions,14952914.96,15937743.08,16236801.38,1283886.42,Materials Procurement Delay,MEDIUM
MIL-0183,CST,Phase 2,Building C,Structural Frame,2023-08-31,2023-09-30,2023-10-03,2023-10-03,30.0,100.0,3,Complete,Nile Engineering Contractors,37222868.33,37222868.33,37214515.69,-8352.64,,
MIL-0184,CST,Phase 2,Building C,Facade,2023-09-30,2023-11-17,2023-11-22,2023-11-22,40.0,100.0,5,Complete,Horizon Build Partners,52436943.58,52934617.23,53983356.11,1546412.53,,
MIL-0185,CST,Phase 2,Building C,MEP,2023-11-17,2024-01-12,2024-01-16,2024-01-16,50.0,100.0,4,Complete,Horizon Build Partners,17915023.01,17964339.24,18322639.7,407616.69,,
MIL-0186,CST,Phase 2,Building C,Internal Finishes,2024-01-12,2024-03-06,2024-03-09,,60.0,81.8,3,In Progress,Horizon Build Partners,24647312.83,24647312.83,24607285.11,-40027.72,,
MIL-0187,CST,Phase 2,Building C,Landscaping,2024-03-06,2024-04-25,2024-05-06,,70.0,0.0,11,Not Started,Horizon Build Partners,20088755.2,20088755.2,0.0,-20088755.2,,
MIL-0188,CST,Phase 2,Building C,Utilities Connection,2024-04-25,2024-06-09,2024-06-19,,80.0,0.0,10,Not Started,Delta Construction Group,46181632.7,46355927.37,0.0,-46181632.7,,
MIL-0189,CST,Phase 2,Building C,Authority Approvals,2024-06-09,2024-07-15,2024-08-05,,90.0,0.0,21,Not Started,Prime MEP Solutions,10566261.03,10566261.03,0.0,-10566261.03,Materials Procurement Delay,MEDIUM
MIL-0190,CST,Phase 2,Building C,Testing & Commissioning,2024-07-15,2024-08-14,2024-08-20,,100.0,0.0,6,Not Started,Modern Facade Systems,34016109.53,34724426.35,0.0,-34016109.53,,
MIL-0191,CST,Phase 2,Building D,Excavation,2023-06-01,2023-07-19,2023-07-19,2023-07-19,10.0,100.0,-1,Complete,Horizon Build Partners,48584014.59,49960868.29,50932548.58,2348533.99,,
MIL-0192,CST,Phase 2,Building D,Foundations,2023-07-19,2023-09-19,2023-09-21,2023-09-21,20.0,100.0,2,Complete,Nile Engineering Contractors,17513134.43,17837538.58,18187801.27,674666.84,,
MIL-0193,CST,Phase 2,Building D,Structural Frame,2023-09-19,2023-11-20,2023-11-27,2023-11-27,30.0,100.0,7,Complete,Cairo Structural Works,23972937.97,23972937.97,24369245.57,396307.6,,
MIL-0194,CST,Phase 2,Building D,Facade,2023-11-20,2023-12-24,2024-01-20,2024-01-20,40.0,100.0,27,Complete (Delayed),Horizon Build Partners,17284632.93,17765095.54,18110788.19,826155.26,Permit Delay,MEDIUM
MIL-0195,CST,Phase 2,Building D,MEP,2023-12-24,2024-01-28,2024-02-06,2024-02-06,50.0,100.0,9,Complete,Cairo Structural Works,26695837.23,26833861.38,27367778.13,671940.9,,
MIL-0196,CST,Phase 2,Building D,Internal Finishes,2024-01-28,2024-03-20,2024-03-20,,60.0,55.1,-1,In Progress,Prime MEP Solutions,24203475.44,24203475.44,24517452.6,313977.16,,
MIL-0197,CST,Phase 2,Building D,Landscaping,2024-03-20,2024-04-27,2024-05-06,,70.0,0.0,9,Not Started,Prime MEP Solutions,49308209.54,50783010.75,0.0,-49308209.54,,
MIL-0198,CST,Phase 2,Building D,Utilities Connection,2024-04-27,2024-07-02,2024-07-04,,80.0,0.0,2,Not Started,Horizon Build Partners,41855297.73,41855297.73,0.0,-41855297.73,,
MIL-0199,CST,Phase 2,Building D,Authority Approvals,2024-07-02,2024-09-03,2024-09-28,,90.0,0.0,25,Not Started,Horizon Build Partners,23823952.15,23823952.15,0.0,-23823952.15,Materials Procurement Delay,MEDIUM
MIL-0200,CST,Phase 2,Building D,Testing & Commissioning,2024-09-03,2024-10-25,2024-12-01,,100.0,0.0,37,Not Started,Cairo Structural Works,52203108.69,54151609.47,0.0,-52203108.69,Materials Procurement Delay,MEDIUM
MIL-0201,VTX,Phase 1,Building A,Excavation,2022-09-01,2022-10-26,2022-10-30,2022-10-30,10.0,100.0,4,Complete,Nile Engineering Contractors,58843090.76,59365197.32,60542059.14,1698968.38,,
MIL-0202,VTX,Phase 1,Building A,Foundations,2022-10-26,2022-12-23,2022-12-27,2022-12-27,20.0,100.0,4,Complete,Modern Facade Systems,15746507.94,15930567.59,16245497.75,498989.81,,
MIL-0203,VTX,Phase 1,Building A,Structural Frame,2022-12-23,2023-02-19,2023-02-22,2023-02-22,30.0,100.0,3,Complete,Prime MEP Solutions,28471217.42,29061148.33,29630572.68,1159355.26,,
MIL-0204,VTX,Phase 1,Building A,Facade,2023-02-19,2023-04-17,2023-04-17,2023-04-17,40.0,100.0,-4,Complete,Nile Engineering Contractors,35402463.22,35402463.22,34923616.61,-478846.61,,
MIL-0205,VTX,Phase 1,Building A,MEP,2023-04-17,2023-05-23,2023-05-29,2023-05-29,50.0,100.0,6,Complete,Prime MEP Solutions,55712969.02,56352072.49,57466331.87,1753362.85,,
MIL-0206,VTX,Phase 1,Building A,Internal Finishes,2023-05-23,2023-07-14,2023-07-14,2023-07-14,60.0,100.0,-4,Complete,Cairo Structural Works,44642088.13,44642088.13,44909038.92,266950.79,,
MIL-0207,VTX,Phase 1,Building A,Landscaping,2023-07-14,2023-08-18,2023-08-23,2023-08-23,70.0,100.0,5,Complete,Nile Engineering Contractors,37712677.33,37712677.33,37648894.0,-63783.33,,
MIL-0208,VTX,Phase 1,Building A,Utilities Connection,2023-08-18,2023-10-15,2023-10-17,2023-10-17,80.0,100.0,2,Complete,Modern Facade Systems,33517524.45,34199765.81,34870116.3,1352591.85,,
MIL-0209,VTX,Phase 1,Building A,Authority Approvals,2023-10-15,2023-12-04,2023-12-04,,90.0,0.0,-2,Not Started,Horizon Build Partners,58866878.45,58866878.45,0.0,-58866878.45,,
MIL-0210,VTX,Phase 1,Building A,Testing & Commissioning,2023-12-04,2024-01-24,2024-01-25,,100.0,0.0,1,Not Started,Modern Facade Systems,32064426.71,32064426.71,0.0,-32064426.71,,
MIL-0211,VTX,Phase 1,Building B,Excavation,2022-09-01,2022-11-09,2022-11-09,2022-11-09,10.0,100.0,-5,Complete,Prime MEP Solutions,40983080.02,40983080.02,41231933.55,248853.53,,
MIL-0212,VTX,Phase 1,Building B,Foundations,2022-11-09,2022-12-19,2022-12-19,2022-12-19,20.0,100.0,-4,Complete,Horizon Build Partners,55802489.54,57311349.0,58427398.79,2624909.25,,
MIL-0213,VTX,Phase 1,Building B,Structural Frame,2022-12-19,2023-02-23,2023-03-04,2023-03-04,30.0,100.0,9,Complete,Delta Construction Group,37437319.86,37437319.86,36411626.93,-1025692.93,,
MIL-0214,VTX,Phase 1,Building B,Facade,2023-02-23,2023-03-20,2023-03-24,2023-03-24,40.0,100.0,4,Complete,Delta Construction Group,24293714.63,24905180.52,25391054.82,1097340.19,,
MIL-0215,VTX,Phase 1,Building B,MEP,2023-03-20,2023-05-02,2023-05-04,2023-05-04,50.0,100.0,2,Complete,Horizon Build Partners,15797825.06,15797825.06,16109462.72,311637.66,,
MIL-0216,VTX,Phase 1,Building B,Internal Finishes,2023-05-02,2023-05-28,2023-06-04,2023-06-04,60.0,100.0,7,Complete,Horizon Build Partners,43121026.01,43121026.01,42577792.78,-543233.23,,
MIL-0217,VTX,Phase 1,Building B,Landscaping,2023-05-28,2023-07-13,2023-07-13,2023-07-13,70.0,100.0,-1,Complete,Horizon Build Partners,55727654.01,55727654.01,55925755.55,198101.54,,
MIL-0218,VTX,Phase 1,Building B,Utilities Connection,2023-07-13,2023-08-29,2023-08-29,2023-08-29,80.0,100.0,0,Complete,Modern Facade Systems,36573111.77,36573111.77,36595198.56,22086.79,,
MIL-0219,VTX,Phase 1,Building B,Authority Approvals,2023-08-29,2023-10-13,2023-10-13,,90.0,0.0,-5,Not Started,Nile Engineering Contractors,27012541.06,27324341.64,0.0,-27012541.06,,
MIL-0220,VTX,Phase 1,Building B,Testing & Commissioning,2023-10-13,2023-11-12,2023-12-22,,100.0,0.0,40,Not Started,Nile Engineering Contractors,45367191.36,45367191.36,0.0,-45367191.36,Permit Delay,MEDIUM
MIL-0221,VTX,Phase 1,Building C,Excavation,2022-09-01,2022-10-17,2022-10-26,2022-10-26,10.0,100.0,9,Complete,Cairo Structural Works,54149005.35,54149005.35,54402777.43,253772.08,,
MIL-0222,VTX,Phase 1,Building C,Foundations,2022-10-17,2022-12-03,2022-12-06,2022-12-06,20.0,100.0,3,Complete,Prime MEP Solutions,15848241.0,15848241.0,15464653.9,-383587.1,,
MIL-0223,VTX,Phase 1,Building C,Structural Frame,2022-12-03,2023-01-02,2023-01-04,2023-01-04,30.0,100.0,2,Complete,Modern Facade Systems,47685645.61,47685645.61,47929112.09,243466.48,,
MIL-0224,VTX,Phase 1,Building C,Facade,2023-01-02,2023-03-11,2023-03-17,2023-03-17,40.0,100.0,6,Complete,Cairo Structural Works,38413546.03,38413546.03,38191847.14,-221698.89,,
MIL-0225,VTX,Phase 1,Building C,MEP,2023-03-11,2023-05-19,2023-05-25,2023-05-25,50.0,100.0,6,Complete,Prime MEP Solutions,36127926.66,36542882.4,37265440.94,1137514.28,,
MIL-0226,VTX,Phase 1,Building C,Internal Finishes,2023-05-19,2023-07-15,2023-07-15,2023-07-15,60.0,100.0,0,Complete,Nile Engineering Contractors,34395572.36,34395572.36,34165824.98,-229747.38,,
MIL-0227,VTX,Phase 1,Building C,Landscaping,2023-07-15,2023-08-21,2023-09-19,2023-09-19,70.0,100.0,29,Complete (Delayed),Prime MEP Solutions,49194523.37,53715607.06,54699497.53,5504974.16,Labor Shortage,MEDIUM
MIL-0228,VTX,Phase 1,Building C,Utilities Connection,2023-08-21,2023-10-19,2023-10-19,2023-10-19,80.0,100.0,-1,Complete,Prime MEP Solutions,37443158.73,37443158.73,36961996.71,-481162.02,,
MIL-0229,VTX,Phase 1,Building C,Authority Approvals,2023-10-19,2023-12-04,2023-12-13,,90.0,0.0,9,Not Started,Cairo Structural Works,46682653.4,47151619.8,0.0,-46682653.4,,
MIL-0230,VTX,Phase 1,Building C,Testing & Commissioning,2023-12-04,2024-01-01,2024-02-17,,100.0,0.0,47,Not Started,Cairo Structural Works,33643387.85,36614279.87,0.0,-33643387.85,Permit Delay,MEDIUM
MIL-0231,VTX,Phase 1,Building D,Excavation,2022-09-01,2022-11-06,2022-11-10,2022-11-10,10.0,100.0,4,Complete,Modern Facade Systems,28523135.15,28523135.15,28369229.88,-153905.27,,
MIL-0232,VTX,Phase 1,Building D,Foundations,2022-11-06,2022-12-13,2022-12-13,2022-12-13,20.0,100.0,-2,Complete,Delta Construction Group,10209420.3,10209420.3,10116177.3,-93243.0,,
MIL-0233,VTX,Phase 1,Building D,Structural Frame,2022-12-13,2023-02-01,2023-02-06,2023-02-06,30.0,100.0,5,Complete,Delta Construction Group,35149749.4,35149749.4,34135298.97,-1014450.43,,
MIL-0234,VTX,Phase 1,Building D,Facade,2023-02-01,2023-03-11,2023-03-11,2023-03-11,40.0,100.0,0,Complete,Modern Facade Systems,16056354.26,16056354.26,15965356.49,-90997.77,,
MIL-0235,VTX,Phase 1,Building D,MEP,2023-03-11,2023-04-28,2023-04-28,2023-04-28,50.0,100.0,-2,Complete,Delta Construction Group,55247562.31,55247562.31,54470434.07,-777128.24,,
MIL-0236,VTX,Phase 1,Building D,Internal Finishes,2023-04-28,2023-07-06,2023-07-12,2023-07-12,60.0,100.0,6,Complete,Horizon Build Partners,38515258.81,38515258.81,39150534.71,635275.9,,
MIL-0237,VTX,Phase 1,Building D,Landscaping,2023-07-06,2023-08-19,2023-08-19,2023-08-19,70.0,100.0,-4,Complete,Horizon Build Partners,28178819.14,28179979.1,28743555.48,564736.34,,
MIL-0238,VTX,Phase 1,Building D,Utilities Connection,2023-08-19,2023-09-27,2023-09-27,2023-09-27,80.0,100.0,-2,Complete,Delta Construction Group,10118126.32,10118126.32,10156058.74,37932.42,,
MIL-0239,VTX,Phase 1,Building D,Authority Approvals,2023-09-27,2023-11-28,2023-12-24,,90.0,0.0,26,Not Started,Delta Construction Group,56243206.3,56243206.3,0.0,-56243206.3,Weather Delay,MEDIUM
MIL-0240,VTX,Phase 1,Building D,Testing & Commissioning,2023-11-28,2024-01-01,2024-01-10,,100.0,0.0,9,Not Started,Cairo Structural Works,19028658.09,19028658.09,0.0,-19028658.09,,
MIL-0241,VTX,Phase 2,Building A,Excavation,2022-09-01,2022-10-21,2022-10-24,2022-10-24,10.0,100.0,3,Complete,Nile Engineering Contractors,29816114.42,29816114.42,30080828.4,264713.98,,
MIL-0242,VTX,Phase 2,Building A,Foundations,2022-10-21,2022-11-19,2022-11-19,2022-11-19,20.0,100.0,-2,Complete,Prime MEP Solutions,11966254.14,11966254.14,12117274.48,151020.34,,
MIL-0243,VTX,Phase 2,Building A,Structural Frame,2022-11-19,2023-01-19,2023-01-19,2023-01-19,30.0,100.0,-2,Complete,Nile Engineering Contractors,31669731.31,32488756.39,33122151.02,1452419.71,,
MIL-0244,VTX,Phase 2,Building A,Facade,2023-01-19,2023-03-09,2023-03-11,2023-03-11,40.0,100.0,2,Complete,Modern Facade Systems,24082602.3,24381338.68,24862990.73,780388.43,,
MIL-0245,VTX,Phase 2,Building A,MEP,2023-03-09,2023-05-05,2023-05-12,2023-05-12,50.0,100.0,7,Complete,Nile Engineering Contractors,38139395.89,39181759.57,39944547.49,1805151.6,,
MIL-0246,VTX,Phase 2,Building A,Internal Finishes,2023-05-05,2023-07-09,2023-07-09,2023-07-09,60.0,100.0,-3,Complete,Cairo Structural Works,49306354.31,49306354.31,50164214.47,857860.16,,
MIL-0247,VTX,Phase 2,Building A,Landscaping,2023-07-09,2023-08-06,2023-08-06,2023-08-06,70.0,100.0,-2,Complete,Prime MEP Solutions,26314147.61,26956336.6,27482619.56,1168471.95,,
MIL-0248,VTX,Phase 2,Building A,Utilities Connection,2023-08-06,2023-09-02,2023-09-02,2023-09-02,80.0,100.0,-1,Complete,Horizon Build Partners,26157962.23,26157962.23,26122985.81,-34976.42,,
MIL-0249,VTX,Phase 2,Building A,Authority Approvals,2023-09-02,2023-10-04,2023-10-04,,90.0,0.0,-5,Not Started,Modern Facade Systems,59091689.41,60497289.9,0.0,-59091689.41,,
MIL-0250,VTX,Phase 2,Building A,Testing & Commissioning,2023-10-04,2023-11-09,2023-11-09,,100.0,0.0,0,Not Started,Delta Construction Group,33496483.71,34192350.11,0.0,-33496483.71,,
MIL-0251,VTX,Phase 2,Building B,Excavation,2022-09-01,2022-10-22,2022-10-30,2022-10-30,10.0,100.0,8,Complete,Nile Engineering Contractors,59934628.11,61161628.89,62360321.45,2425693.34,,
MIL-0252,VTX,Phase 2,Building B,Foundations,2022-10-22,2022-11-24,2022-11-29,2022-11-29,20.0,100.0,5,Complete,Cairo Structural Works,38481102.56,38481102.56,37885114.86,-595987.7,,
MIL-0253,VTX,Phase 2,Building B,Structural Frame,2022-11-24,2023-01-03,2023-01-03,2023-01-03,30.0,100.0,-2,Complete,Modern Facade Systems,47568566.22,48897786.85,49849158.18,2280591.96,,
MIL-0254,VTX,Phase 2,Building B,Facade,2023-01-03,2023-03-06,2023-03-06,2023-03-06,40.0,100.0,0,Complete,Prime MEP Solutions,13499059.04,13879777.3,14149758.48,650699.44,,
MIL-0255,VTX,Phase 2,Building B,MEP,2023-03-06,2023-04-18,2023-04-28,2023-04-28,50.0,100.0,10,Complete,Horizon Build Partners,34914458.91,34914458.91,34731422.83,-183036.08,,
MIL-0256,VTX,Phase 2,Building B,Internal Finishes,2023-04-18,2023-05-22,2023-06-08,2023-06-08,60.0,100.0,17,Complete (Delayed),Modern Facade Systems,56450455.15,57709894.29,58838903.39,2388448.24,Labor Shortage,MEDIUM
MIL-0257,VTX,Phase 2,Building B,Landscaping,2023-05-22,2023-07-22,2023-07-25,2023-07-25,70.0,100.0,3,Complete,Delta Construction Group,46097871.29,46097871.29,45649965.45,-447905.84,,
MIL-0258,VTX,Phase 2,Building B,Utilities Connection,2023-07-22,2023-08-28,2023-08-28,2023-08-28,80.0,100.0,-4,Complete,Nile Engineering Contractors,24012932.32,24012932.32,23920461.85,-92470.47,,
MIL-0259,VTX,Phase 2,Building B,Authority Approvals,2023-08-28,2023-11-01,2023-11-12,,90.0,0.0,11,Not Started,Nile Engineering Contractors,24481173.79,24481173.79,0.0,-24481173.79,,
MIL-0260,VTX,Phase 2,Building B,Testing & Commissioning,2023-11-01,2024-01-03,2024-01-03,,100.0,0.0,-2,Not Started,Delta Construction Group,29654124.88,29654124.88,0.0,-29654124.88,,
MIL-0261,VTX,Phase 2,Building C,Excavation,2022-09-01,2022-11-04,2022-11-04,2022-11-04,10.0,100.0,-2,Complete,Prime MEP Solutions,26883181.65,26883181.65,26839013.87,-44167.78,,
MIL-0262,VTX,Phase 2,Building C,Foundations,2022-11-04,2022-12-12,2022-12-12,2022-12-12,20.0,100.0,-2,Complete,Delta Construction Group,13167714.39,13167714.39,13257566.97,89852.58,,
